"location","date","vaccine","total_vaccinations","id"
"France","2021-09-11","Johnson&Johnson",1060119,10603
"France","2021-09-11","Moderna",9744748,10604
"France","2021-09-11","Oxford/AstraZeneca",7817361,10605
"France","2021-09-11","Pfizer/BioNTech",73436299,10606
"France","2021-09-12","Johnson&Johnson",1060291,10607
"France","2021-09-12","Moderna",9749647,10608
"France","2021-09-12","Oxford/AstraZeneca",7817447,10609
"France","2021-09-12","Pfizer/BioNTech",73478761,10610
"France","2021-09-13","Johnson&Johnson",1061625,10611
"France","2021-09-13","Moderna",9785220,10612
"France","2021-09-13","Oxford/AstraZeneca",7817847,10613
"France","2021-09-13","Pfizer/BioNTech",73673405,10614
"France","2021-09-14","Johnson&Johnson",1063131,10615
"France","2021-09-14","Moderna",9841645,10616
"France","2021-09-14","Oxford/AstraZeneca",7818214,10617
"France","2021-09-14","Pfizer/BioNTech",73873919,10618
"France","2021-09-15","Johnson&Johnson",1064248,10619
"France","2021-09-15","Moderna",9890003,10620
"France","2021-09-15","Oxford/AstraZeneca",7818541,10621
"France","2021-09-15","Pfizer/BioNTech",74123962,10622
"France","2021-09-16","Johnson&Johnson",1065367,10623
"France","2021-09-16","Moderna",9945583,10624
"France","2021-09-16","Oxford/AstraZeneca",7818950,10625
"France","2021-09-16","Pfizer/BioNTech",74305198,10626
"France","2021-09-17","Johnson&Johnson",1066278,10627
"France","2021-09-17","Moderna",10022351,10628
"France","2021-09-17","Oxford/AstraZeneca",7819352,10629
"France","2021-09-17","Pfizer/BioNTech",74512742,10630
"France","2021-09-18","Johnson&Johnson",1066745,10631
"France","2021-09-18","Moderna",10056934,10632
"France","2021-09-18","Oxford/AstraZeneca",7819563,10633
"France","2021-09-18","Pfizer/BioNTech",74680825,10634
"France","2021-09-19","Johnson&Johnson",1066930,10635
"France","2021-09-19","Moderna",10061147,10636
"France","2021-09-19","Oxford/AstraZeneca",7819624,10637
"France","2021-09-19","Pfizer/BioNTech",74710358,10638
"France","2021-09-20","Johnson&Johnson",1067390,10639
"France","2021-09-20","Moderna",10091297,10640
"France","2021-09-20","Oxford/AstraZeneca",7819918,10641
"France","2021-09-20","Pfizer/BioNTech",74867874,10642
"France","2021-09-21","Johnson&Johnson",1067822,10643
"France","2021-09-21","Moderna",10139004,10644
"France","2021-09-21","Oxford/AstraZeneca",7820270,10645
"France","2021-09-21","Pfizer/BioNTech",75026383,10646
"France","2021-09-22","Johnson&Johnson",1068215,10647
"France","2021-09-22","Moderna",10177456,10648
"France","2021-09-22","Oxford/AstraZeneca",7820568,10649
"France","2021-09-22","Pfizer/BioNTech",75233402,10650
"France","2021-09-23","Johnson&Johnson",1068709,10651
"France","2021-09-23","Moderna",10224923,10652
"France","2021-09-23","Oxford/AstraZeneca",7820885,10653
"France","2021-09-23","Pfizer/BioNTech",75382598,10654
"France","2021-09-24","Johnson&Johnson",1069132,10655
"France","2021-09-24","Moderna",10293715,10656
"France","2021-09-24","Oxford/AstraZeneca",7821240,10657
"France","2021-09-24","Pfizer/BioNTech",75552935,10658
"France","2021-09-25","Johnson&Johnson",1069425,10659
"France","2021-09-25","Moderna",10323665,10660
"France","2021-09-25","Oxford/AstraZeneca",7821427,10661
"France","2021-09-25","Pfizer/BioNTech",75689403,10662
"France","2021-09-26","Johnson&Johnson",1069498,10663
"France","2021-09-26","Moderna",10327799,10664
"France","2021-09-26","Oxford/AstraZeneca",7821498,10665
"France","2021-09-26","Pfizer/BioNTech",75710732,10666
"France","2021-09-27","Johnson&Johnson",1069769,10667
"France","2021-09-27","Moderna",10354849,10668
"France","2021-09-27","Oxford/AstraZeneca",7821830,10669
"France","2021-09-27","Pfizer/BioNTech",75841207,10670
"France","2021-09-28","Johnson&Johnson",1070091,10671
"France","2021-09-28","Moderna",10397406,10672
"France","2021-09-28","Oxford/AstraZeneca",7822141,10673
"France","2021-09-28","Pfizer/BioNTech",75964648,10674
"France","2021-09-29","Johnson&Johnson",1070481,10675
"France","2021-09-29","Moderna",10431785,10676
"France","2021-09-29","Oxford/AstraZeneca",7822407,10677
"France","2021-09-29","Pfizer/BioNTech",76128150,10678
"France","2021-09-30","Johnson&Johnson",1070879,10679
"France","2021-09-30","Moderna",10476945,10680
"France","2021-09-30","Oxford/AstraZeneca",7822655,10681
"France","2021-09-30","Pfizer/BioNTech",76248245,10682
"France","2021-10-01","Johnson&Johnson",1071332,10683
"France","2021-10-01","Moderna",10539469,10684
"France","2021-10-01","Oxford/AstraZeneca",7822848,10685
"France","2021-10-01","Pfizer/BioNTech",76404841,10686
"France","2021-10-02","Johnson&Johnson",1071549,10687
"France","2021-10-02","Moderna",10567054,10688
"France","2021-10-02","Oxford/AstraZeneca",7822953,10689
"France","2021-10-02","Pfizer/BioNTech",76515530,10690
"France","2021-10-03","Johnson&Johnson",1071633,10691
"France","2021-10-03","Moderna",10570340,10692
"France","2021-10-03","Oxford/AstraZeneca",7822992,10693
"France","2021-10-03","Pfizer/BioNTech",76530449,10694
"France","2021-10-04","Johnson&Johnson",1072007,10695
"France","2021-10-04","Moderna",10595595,10696
"France","2021-10-04","Oxford/AstraZeneca",7823190,10697
"France","2021-10-04","Pfizer/BioNTech",76650606,10698
"France","2021-10-05","Johnson&Johnson",1072301,10699
"France","2021-10-05","Moderna",10638334,10700
"France","2021-10-05","Oxford/AstraZeneca",7823371,10701
"France","2021-10-05","Pfizer/BioNTech",76766151,10702
"France","2021-10-06","Johnson&Johnson",1072565,10703
"France","2021-10-06","Moderna",10672107,10704
"France","2021-10-06","Oxford/AstraZeneca",7823568,10705
"France","2021-10-06","Pfizer/BioNTech",76919140,10706
"France","2021-10-07","Johnson&Johnson",1072846,10707
"France","2021-10-07","Moderna",10715857,10708
"France","2021-10-07","Oxford/AstraZeneca",7823735,10709
"France","2021-10-07","Pfizer/BioNTech",77032780,10710
"France","2021-10-08","Johnson&Johnson",1073221,10711
"France","2021-10-08","Moderna",10778686,10712
"France","2021-10-08","Oxford/AstraZeneca",7823910,10713
"France","2021-10-08","Pfizer/BioNTech",77187490,10714
"France","2021-10-09","Johnson&Johnson",1073424,10715
"France","2021-10-09","Moderna",10803551,10716
"France","2021-10-09","Oxford/AstraZeneca",7823996,10717
"France","2021-10-09","Pfizer/BioNTech",77288280,10718
"France","2021-10-10","Johnson&Johnson",1073522,10719
"France","2021-10-10","Moderna",10806513,10720
"France","2021-10-10","Oxford/AstraZeneca",7824022,10721
"France","2021-10-10","Pfizer/BioNTech",77300337,10722
"France","2021-10-11","Johnson&Johnson",1073780,10723
"France","2021-10-11","Moderna",10830195,10724
"France","2021-10-11","Oxford/AstraZeneca",7824166,10725
"France","2021-10-11","Pfizer/BioNTech",77417748,10726
"France","2021-10-12","Johnson&Johnson",1073996,10727
"France","2021-10-12","Moderna",10868526,10728
"France","2021-10-12","Oxford/AstraZeneca",7824304,10729
"France","2021-10-12","Pfizer/BioNTech",77535383,10730
"France","2021-10-13","Johnson&Johnson",1074242,10731
"France","2021-10-13","Moderna",10900572,10732
"France","2021-10-13","Oxford/AstraZeneca",7824455,10733
"France","2021-10-13","Pfizer/BioNTech",77680110,10734
"France","2021-10-14","Johnson&Johnson",1074571,10735
"France","2021-10-14","Moderna",10941810,10736
"France","2021-10-14","Oxford/AstraZeneca",7824634,10737
"France","2021-10-14","Pfizer/BioNTech",77790172,10738
"France","2021-10-15","Johnson&Johnson",1074919,10739
"France","2021-10-15","Moderna",11000843,10740
"France","2021-10-15","Oxford/AstraZeneca",7824819,10741
"France","2021-10-15","Pfizer/BioNTech",77943788,10742
"France","2021-10-16","Johnson&Johnson",1075090,10743
"France","2021-10-16","Moderna",11016526,10744
"France","2021-10-16","Oxford/AstraZeneca",7824915,10745
"France","2021-10-16","Pfizer/BioNTech",78039852,10746
"France","2021-10-17","Johnson&Johnson",1075162,10747
"France","2021-10-17","Moderna",11018557,10748
"France","2021-10-17","Oxford/AstraZeneca",7824948,10749
"France","2021-10-17","Pfizer/BioNTech",78050394,10750
"France","2021-10-18","Johnson&Johnson",1075455,10751
"France","2021-10-18","Moderna",11031201,10752
"France","2021-10-18","Oxford/AstraZeneca",7825097,10753
"France","2021-10-18","Pfizer/BioNTech",78174871,10754
"France","2021-10-19","Johnson&Johnson",1075679,10755
"France","2021-10-19","Moderna",11048076,10756
"France","2021-10-19","Oxford/AstraZeneca",7825260,10757
"France","2021-10-19","Pfizer/BioNTech",78304414,10758
"France","2021-10-20","Johnson&Johnson",1075933,10759
"France","2021-10-20","Moderna",11062107,10760
"France","2021-10-20","Oxford/AstraZeneca",7825417,10761
"France","2021-10-20","Pfizer/BioNTech",78474533,10762
"France","2021-10-21","Johnson&Johnson",1076183,10763
"France","2021-10-21","Moderna",11078948,10764
"France","2021-10-21","Oxford/AstraZeneca",7825593,10765
"France","2021-10-21","Pfizer/BioNTech",78612275,10766
"France","2021-10-22","Johnson&Johnson",1076420,10767
"France","2021-10-22","Moderna",11103091,10768
"France","2021-10-22","Oxford/AstraZeneca",7825755,10769
"France","2021-10-22","Pfizer/BioNTech",78793125,10770
"France","2021-10-23","Johnson&Johnson",1076552,10771
"France","2021-10-23","Moderna",11113506,10772
"France","2021-10-23","Oxford/AstraZeneca",7825828,10773
"France","2021-10-23","Pfizer/BioNTech",78896098,10774
"France","2021-10-24","Johnson&Johnson",1076593,10775
"France","2021-10-24","Moderna",11114983,10776
"France","2021-10-24","Oxford/AstraZeneca",7825862,10777
"France","2021-10-24","Pfizer/BioNTech",78905917,10778
"France","2021-10-25","Johnson&Johnson",1076811,10779
"France","2021-10-25","Moderna",11124020,10780
"France","2021-10-25","Oxford/AstraZeneca",7826044,10781
"France","2021-10-25","Pfizer/BioNTech",79041187,10782
"France","2021-10-26","Johnson&Johnson",1077021,10783
"France","2021-10-26","Moderna",11136578,10784
"France","2021-10-26","Oxford/AstraZeneca",7826202,10785
"France","2021-10-26","Pfizer/BioNTech",79174300,10786
"France","2021-10-27","Johnson&Johnson",1077226,10787
"France","2021-10-27","Moderna",11148075,10788
"France","2021-10-27","Oxford/AstraZeneca",7826344,10789
"France","2021-10-27","Pfizer/BioNTech",79348046,10790
"France","2021-10-28","Johnson&Johnson",1077428,10791
"France","2021-10-28","Moderna",11162091,10792
"France","2021-10-28","Oxford/AstraZeneca",7826523,10793
"France","2021-10-28","Pfizer/BioNTech",79480567,10794
"France","2021-10-29","Johnson&Johnson",1077665,10795
"France","2021-10-29","Moderna",11181003,10796
"France","2021-10-29","Oxford/AstraZeneca",7826722,10797
"France","2021-10-29","Pfizer/BioNTech",79661284,10798
"France","2021-10-30","Johnson&Johnson",1077769,10799
"France","2021-10-30","Moderna",11189158,10800
"France","2021-10-30","Oxford/AstraZeneca",7826815,10801
"France","2021-10-30","Pfizer/BioNTech",79756836,10802
"France","2021-10-31","Johnson&Johnson",1077829,10803
"France","2021-10-31","Moderna",11190204,10804
"France","2021-10-31","Oxford/AstraZeneca",7826844,10805
"France","2021-10-31","Pfizer/BioNTech",79765543,10806
"France","2021-11-01","Johnson&Johnson",1077934,10807
"France","2021-11-01","Moderna",11191344,10808
"France","2021-11-01","Oxford/AstraZeneca",7826874,10809
"France","2021-11-01","Pfizer/BioNTech",79780341,10810
"France","2021-11-02","Johnson&Johnson",1078107,10811
"France","2021-11-02","Moderna",11202569,10812
"France","2021-11-02","Oxford/AstraZeneca",7827000,10813
"France","2021-11-02","Pfizer/BioNTech",79927623,10814
"France","2021-11-03","Johnson&Johnson",1078264,10815
"France","2021-11-03","Moderna",11213546,10816
"France","2021-11-03","Oxford/AstraZeneca",7827153,10817
"France","2021-11-03","Pfizer/BioNTech",80112833,10818
"France","2021-11-04","Johnson&Johnson",1078452,10819
"France","2021-11-04","Moderna",11226398,10820
"France","2021-11-04","Oxford/AstraZeneca",7827270,10821
"France","2021-11-04","Pfizer/BioNTech",80268405,10822
"France","2021-11-05","Johnson&Johnson",1078593,10823
"France","2021-11-05","Moderna",11244999,10824
"France","2021-11-05","Oxford/AstraZeneca",7827444,10825
"France","2021-11-05","Pfizer/BioNTech",80476299,10826
"France","2021-11-06","Johnson&Johnson",1078677,10827
"France","2021-11-06","Moderna",11253646,10828
"France","2021-11-06","Oxford/AstraZeneca",7827520,10829
"France","2021-11-06","Pfizer/BioNTech",80588406,10830
"France","2021-11-07","Johnson&Johnson",1078755,10831
"France","2021-11-07","Moderna",11255238,10832
"France","2021-11-07","Oxford/AstraZeneca",7827548,10833
"France","2021-11-07","Pfizer/BioNTech",80598504,10834
"France","2021-11-08","Johnson&Johnson",1078934,10835
"France","2021-11-08","Moderna",11264392,10836
"France","2021-11-08","Oxford/AstraZeneca",7827709,10837
"France","2021-11-08","Pfizer/BioNTech",80774335,10838
"France","2021-11-09","Johnson&Johnson",1079102,10839
"France","2021-11-09","Moderna",11276492,10840
"France","2021-11-09","Oxford/AstraZeneca",7827878,10841
"France","2021-11-09","Pfizer/BioNTech",80990681,10842
"France","2021-11-10","Johnson&Johnson",1079248,10843
"France","2021-11-10","Moderna",11289888,10844
"France","2021-11-10","Oxford/AstraZeneca",7828090,10845
"France","2021-11-10","Pfizer/BioNTech",81250398,10846
"France","2021-11-11","Johnson&Johnson",1079339,10847
"France","2021-11-11","Moderna",11291795,10848
"France","2021-11-11","Oxford/AstraZeneca",7828155,10849
"France","2021-11-11","Pfizer/BioNTech",81271822,10850
"France","2021-11-12","Johnson&Johnson",1079456,10851
"France","2021-11-12","Moderna",11311819,10852
"France","2021-11-12","Oxford/AstraZeneca",7828333,10853
"France","2021-11-12","Pfizer/BioNTech",81519540,10854
"France","2021-11-13","Johnson&Johnson",1079546,10855
"France","2021-11-13","Moderna",11320595,10856
"France","2021-11-13","Oxford/AstraZeneca",7828426,10857
"France","2021-11-13","Pfizer/BioNTech",81644319,10858
"France","2021-11-14","Johnson&Johnson",1079606,10859
"France","2021-11-14","Moderna",11321805,10860
"France","2021-11-14","Oxford/AstraZeneca",7828448,10861
"France","2021-11-14","Pfizer/BioNTech",81656472,10862
"France","2021-11-15","Johnson&Johnson",1079730,10863
"France","2021-11-15","Moderna",11331572,10864
"France","2021-11-15","Oxford/AstraZeneca",7828655,10865
"France","2021-11-15","Pfizer/BioNTech",81866414,10866
"France","2021-11-16","Johnson&Johnson",1079843,10867
"France","2021-11-16","Moderna",11348006,10868
"France","2021-11-16","Oxford/AstraZeneca",7828839,10869
"France","2021-11-16","Pfizer/BioNTech",82117521,10870
"France","2021-11-17","Johnson&Johnson",1079989,10871
"France","2021-11-17","Moderna",11360943,10872
"France","2021-11-17","Oxford/AstraZeneca",7829040,10873
"France","2021-11-17","Pfizer/BioNTech",82385130,10874
"France","2021-11-18","Johnson&Johnson",1080129,10875
"France","2021-11-18","Moderna",11378251,10876
"France","2021-11-18","Oxford/AstraZeneca",7829242,10877
"France","2021-11-18","Pfizer/BioNTech",82626938,10878
"France","2021-11-19","Johnson&Johnson",1080229,10879
"France","2021-11-19","Moderna",11401730,10880
"France","2021-11-19","Oxford/AstraZeneca",7829505,10881
"France","2021-11-19","Pfizer/BioNTech",82941643,10882
"France","2021-11-20","Johnson&Johnson",1080309,10883
"France","2021-11-20","Moderna",11411791,10884
"France","2021-11-20","Oxford/AstraZeneca",7829636,10885
"France","2021-11-20","Pfizer/BioNTech",83095663,10886
"France","2021-11-21","Johnson&Johnson",1080379,10887
"France","2021-11-21","Moderna",11413098,10888
"France","2021-11-21","Oxford/AstraZeneca",7829672,10889
"France","2021-11-21","Pfizer/BioNTech",83111110,10890
"France","2021-11-22","Johnson&Johnson",1080512,10891
"France","2021-11-22","Moderna",11421476,10892
"France","2021-11-22","Oxford/AstraZeneca",7829933,10893
"France","2021-11-22","Pfizer/BioNTech",83339066,10894
"France","2021-11-23","Johnson&Johnson",1080616,10895
"France","2021-11-23","Moderna",11435601,10896
"France","2021-11-23","Oxford/AstraZeneca",7830191,10897
"France","2021-11-23","Pfizer/BioNTech",83625539,10898
"France","2021-11-24","Johnson&Johnson",1080733,10899
"France","2021-11-24","Moderna",11448298,10900
"France","2021-11-24","Oxford/AstraZeneca",7830452,10901
"France","2021-11-24","Pfizer/BioNTech",83923393,10902
"France","2021-11-25","Johnson&Johnson",1080859,10903
"France","2021-11-25","Moderna",11466477,10904
"France","2021-11-25","Oxford/AstraZeneca",7830762,10905
"France","2021-11-25","Pfizer/BioNTech",84235688,10906
"France","2021-11-26","Johnson&Johnson",1080993,10907
"France","2021-11-26","Moderna",11499462,10908
"France","2021-11-26","Oxford/AstraZeneca",7831178,10909
"France","2021-11-26","Pfizer/BioNTech",84690243,10910
"France","2021-11-27","Johnson&Johnson",1081065,10911
"France","2021-11-27","Moderna",11517367,10912
"France","2021-11-27","Oxford/AstraZeneca",7831378,10913
"France","2021-11-27","Pfizer/BioNTech",84960107,10914
"France","2021-11-28","Johnson&Johnson",1081120,10915
"France","2021-11-28","Moderna",11520472,10916
"France","2021-11-28","Oxford/AstraZeneca",7831451,10917
"France","2021-11-28","Pfizer/BioNTech",85027727,10918
"France","2021-11-29","Johnson&Johnson",1081245,10919
"France","2021-11-29","Moderna",11541398,10920
"France","2021-11-29","Oxford/AstraZeneca",7831804,10921
"France","2021-11-29","Pfizer/BioNTech",85422089,10922
"France","2021-11-30","Johnson&Johnson",1081365,10923
"France","2021-11-30","Moderna",11576321,10924
"France","2021-11-30","Oxford/AstraZeneca",7832257,10925
"France","2021-11-30","Pfizer/BioNTech",85941577,10926
"France","2021-12-01","Johnson&Johnson",1081515,10927
"France","2021-12-01","Moderna",11610536,10928
"France","2021-12-01","Oxford/AstraZeneca",7832777,10929
"France","2021-12-01","Pfizer/BioNTech",86479165,10930
"France","2021-12-02","Johnson&Johnson",1081679,10931
